S.No.,Name,CMP Rs.,P/E,Mar Cap Rs.Cr. ,Div Yld %,NP Qtr Rs.Cr.,Qtr Profit Var %,Sales Qtr Rs.Cr.,Qtr Sales Var %,ROCE %,Sales Rs.Cr.,OPM %,PAT 12M Rs.Cr.,PAT Qtr Rs.Cr.,CMP / BV,ROA 12M %,Ind PE
937,Zee Entertainmen,266.95,25641.07,1.12,106.6,-45.32,1845.74,3.99,14.86,8260.07,19.61,935.89,115.5,2.36,8.04,50.99,27.4
938,Kansai Nerolac,479.2,25825.03,0.47,152.05,36.51,2051.37,46.24,11.45,7017.96,10.17,383.82,152.05,6.25,5.92,62.59,67.28
939,3M India,22954.7,25869.95,0,80.25,187.02,889.77,29.23,15.21,3279.53,13.79,318.46,80.25,10.39,8.58,15.26,81.23
940,Sumitomo Chemi.,521.8,26045.42,0.19,138.41,30.4,985.53,26.11,33.69,3267.6,19.54,466,138.41,13.53,15.3,31.39,55.89
941,Laurus Labs,486.25,26129.1,0.41,227.44,15.08,1498.16,27.37,23.4,5303.65,27.01,789.43,227.44,6.9,12.28,26.32,33.1
942,Linde India,3072.35,26201,0.11,169.23,139.87,588.06,13.27,17.09,2273.7,23.96,373.87,169.23,9.33,8.32,26.53,70.08
943,Escorts Kubota,1988.35,26234.41,0.35,140.59,-21.1,2032.06,19.02,14.96,7576.83,11.88,697.45,140.59,3.36,9.07,29.53,37.61
944,Sundaram Finance,2368.1,26309.59,0.84,277.13,-13.95,1246.03,-0.88,8.15,5097.27,72.58,1133.53,245.66,2.99,2.72,25.34,23.21
945,Supreme Inds.,2091.75,26570.85,1.15,213.85,25.68,2205.98,64.37,34.62,8636.72,14.92,1012.14,213.85,6.91,20.73,28.38,26.25
946,Indraprastha Gas,381.75,26722.53,1.44,416.15,3.9,3554.01,94.08,26.48,11369.24,18.6,1507.13,416.15,3.62,13.29,10.76,17.73
947,Aditya Birla Cap,111.3,26899.17,0,423.82,56.77,5590.28,30.04,8.2,23515.38,24.77,1802.38,423.82,1.74,1.25,25.34,14.92
948,APL Apollo Tubes,1077.75,26973.98,0.32,120.67,-27.31,3438.55,35.68,34.67,13967.59,6.33,517.05,107.11,11.91,15.77,7.37,52.17
949,Motherson Wiring,85.6,27031.92,0.99,125.96,59.79,1670.94,50.01,59.42,5635,12.96,457,125.96,24.25,21.01,23.46,59.15
950,Power Fin.Corpn.,105.45,27839.66,11.38,4579.53,-1.82,18532.25,-2.28,9.38,75828.93,89.04,13951.47,3417.11,0.39,2.4,3.98,2
951,Sona BLW Precis.,477.4,27897,0.32,65.62,-3.64,538.54,13.07,21.49,2001.3,24.76,341.19,65.62,14.14,14.85,19.15,81.76
952,I R F C,21.35,27901.26,6.56,1661.58,10.63,5627.44,22.83,5.11,21345.14,99.33,6249.47,1661.58,0.68,1.47,3.98,4.46
953,Vodafone Idea,8.7,27943.4,0,-7296.7,2.67,10410.1,13.74,,39773.3,41.88,-28209.4,-7296.7,,-14.34,39.76,
954,Federal Bank,132.6,27981.19,1.36,744.98,50.98,4258.93,19.42,5.03,15392.3,63.06,2494.87,733.34,1.45,0.92,16.15,11.22
955,Persistent Sys,3665.7,28015.11,0.85,220.01,36.02,2048.64,51.61,26.3,7056.32,17.48,809.01,220.01,7.95,14.6,27.72,34.63
956,Delhivery,385.75,28018.98,0,-307.83,-185.5,1599.32,26.24,-14.02,5911,-7.76,-880.62,-307.83,4.02,-13.81,2190.66,
957,Indian Bank,226.2,28171.88,2.87,1310.85,4.05,10165.86,5.61,4.27,39418.14,47.35,4192.85,1310.85,0.63,0.64,10.05,6.72
958,Voltas,865.8,28648,0.64,109.52,-10.61,2768,55.05,13.02,8917.25,6.84,491.17,108.88,5.21,5.51,27.46,58.33
959,Dalmia BharatLtd,1528.6,28656.46,0.59,205,-13.66,3302,27.64,7.09,11993,19.16,1080.48,196,1.83,4.71,12.06,26.52
960,Tata Chemicals,1143.5,29131.81,1.09,637,104.51,3995,34.15,8.4,13640.21,19.71,1565.54,589,1.6,4.43,26.53,18.61
961,Coromandel Inter,994.5,29221.91,1.21,499.08,47.75,5729.1,56.37,34.69,21176.08,11.1,1689.76,499.08,4.59,15.2,10.76,17.29
962,H P C L,206.2,29250.47,6.79,-8557.12,-527.02,114502.35,57.95,11.65,391924.04,-1.39,-3266.79,-8557.12,0.71,4.97,11.11,
963,Petronet LNG,202.5,30375,2.22,700.9,10.26,14263.82,65.9,29.8,48834.49,10.78,3417.58,700.9,2.26,16.74,10.76,8.89
964,Deepak Nitrite,2241.95,30578.64,0.31,234.62,-22.47,2057.99,34.84,44.47,7333.96,20.52,998.63,234.62,9.16,26.57,26.53,30.62
965,Aurobindo Pharma,524.45,30729.55,1.72,520.38,-32.42,6235.92,9.36,12.87,23989.43,17.04,2531.11,520.38,1.25,8.13,27.89,12.14
966,Uno Minda,537.3,30763.97,0.23,149.87,800.06,2555.19,59.45,13.81,9265.64,10.84,479.17,138.79,8.93,6.27,23.46,64.2
967,Lupin,678.8,30864.48,0.59,-86.82,-116,3743.84,-12.33,-7.16,15879.13,-2.86,-2147.9,-86.82,2.54,-6.82,23.98,
968,Aditya Bir. Fas.,331.1,31408.99,0,94.44,127.21,2874.76,254.06,3.36,10199.03,17.02,320.77,94.44,10.8,-1.25,102.92,97.92
969,Oberoi Realty,867.55,31544.31,0.35,318.62,19.52,688.59,-8.71,11.77,3257.17,45.62,1421.58,318.62,2.86,7.47,30.9,22.19
970,S A I L,77.85,32156.14,11.24,804.5,-79.36,24028.62,16.4,23.76,106862.44,15.98,9419.99,804.5,0.59,10.5,7.37,3.41
971,Biocon,268.8,32272.13,0.19,167.4,71.09,2139.5,21.52,8.96,8562.9,20.22,784.02,144.4,3.83,4.37,27.89,41.16
972,Shriram Trans.,1197.7,32400.15,1.67,1069.52,38.16,5347.57,13.83,9.9,20401.85,73.48,3813.29,1069.52,1.16,2,25.34,8.5
973,Embassy Off.REIT,343.52,32562.05,0,128.47,-34.48,888.91,17.46,4.52,3278.54,77.07,794.7,128.47,1.29,1.95,44.48,40.97
974,Honeywell Auto,37807.15,33421.52,0.24,101.97,11.41,786.17,15.07,16.81,3051.29,14.37,349.57,101.97,11.78,8.53,47.1,95.61
975,Godrej Propert.,1203.15,33450.09,0,43.3,154.26,244.67,183.97,4.83,1983.39,-1.41,376.69,43.3,3.86,1.92,30.9,88.8
976,Cummins India,1209.7,33532.88,1.53,198.8,57.11,1686.65,42.39,21.28,6642.56,14.3,859.6,209.57,6.91,12.5,24.02,39.01
977,Union Bank (I),49.15,33592.78,3.87,1853.12,22.67,19778.18,17.37,4.43,72133.94,54.35,6070.71,1853.12,0.47,0.46,10.05,5.53
978,I O B,17.8,33646.29,0,392.18,20.06,4434.74,9.14,4.44,17101.44,46.6,1775.08,392.18,1.46,0.6,10.05,18.95
979,Vedant Fashions,1408.65,34195.66,0.35,99.93,128.93,317.17,108.35,32.79,1173.69,48.92,364.63,99.93,31.54,18.01,82.87,93.78
980,Tata Comm,1211.5,34527.75,1.71,534.26,12.76,4430.74,6.15,21.79,17189.18,25.22,1775.57,468.31,38.05,7.21,39.76,19.45
981,Gujarat Gas,501.8,34543.42,0.4,381.9,-19.89,5170.08,71.71,30.89,18608.77,10.54,1203.7,381.9,6.14,14.32,27.06,28.7
982,Solar Industries,3870.2,35021.46,0.19,182.63,74.56,1615.64,95.78,25.38,4738.02,18.06,513.98,170.21,18.29,13.84,26.53,68.14
983,IDFC First Bank,57.3,35653.79,0,567.19,411.21,5469.76,33.39,4.61,19374.3,36.77,1694.72,567.19,1.69,0.08,16.15,21.04
984,Gland Pharma,2190.25,36070.88,0,229.45,-34.57,856.9,-25.74,24.79,4103.71,32.76,1090.93,229.45,5.03,16.87,23.98,33.06
985,Bharat Forge,778.2,36232.11,0.9,160.37,-17.48,2851.46,35.29,11.5,11204.86,17.56,960.34,162.23,5.52,6.47,19.15,37.73
986,MRF,86224.8,36559.32,0.17,123.6,-25.35,5695.93,36.14,7.05,20828.69,9.83,627.26,123.6,2.61,2.92,26.97,58.28
987,Alkem Lab,3096.35,37021.51,1.1,131.45,-72.73,2576.38,-5.67,18.65,10479.21,15.87,1311.77,127.64,4.29,13.22,27.89,28.22
988,L&T Technology,3511.35,37072.21,0.71,283.2,22.78,1995.1,24.1,30.77,7312.4,21.48,1067.4,282.4,8.33,16.84,27.72,34.73
989,Balkrishna Inds,1931.8,37345.01,0.83,306.96,-7.14,2619.43,45.29,23.84,9111.68,21.31,1411.78,306.96,5.39,14.77,26.97,26.45
990,NMDC,130.35,38200.45,11.31,1469.44,-53.98,4767.07,-26.8,37.11,24136.59,42.72,7675.08,1469.44,1.1,23.04,9.79,4.98
991,Mphasis,2042.95,38436.24,2.25,418.46,22.55,3519.82,22.67,27.38,13332.45,17.61,1570.09,418.46,5.51,14.27,27.72,24.48
992,AU Small Finance,579.35,38565.4,0.09,342.6,23.01,1992.29,41.83,7.19,6975.97,54.03,1258.59,342.6,4.88,1.87,16.15,30.64
993,CG Power & Indu.,254.55,38871.74,0,178.97,45.36,1696.27,16.68,44.86,6419.08,12.94,580.29,178.65,28.78,10.79,37.54,66.99
994,Jubilant Food.,590.7,38977.06,0.2,112.58,53.46,1255.1,40.52,21.06,4758.03,24.59,462.88,112.58,19.51,10.05,84.21,84.21
995,Abbott India,18527.8,39371.58,0.78,205.64,5.05,1304.37,7.11,38.38,5005.81,21.83,808.58,205.64,13.96,19.81,36.61,48.69
996,Max Healthcare,411,39853.74,0,172.83,17.64,1066.27,6.61,12.23,3999.09,24.03,638.04,172.83,6.34,6.94,31.71,62.46
997,Yes Bank,16.05,40215.03,0,152.82,-32.23,5474.38,17.67,4.96,20455.07,54.73,1097.34,152.82,1.19,0.36,16.15,36.65
998,Astral,2003,40352.17,0.15,96.1,20.3,1212.9,73.07,29.62,4860.3,16.37,498.8,88.9,17.22,15.98,28.38,80.9
999,Polycab India,2698.1,40379.52,0.52,270.46,37.16,3332.36,10.84,22.46,13410.9,11.74,1124.22,267.8,6.92,12.49,28.82,35.92
1000,One 97,629.6,40857.22,0,-628,-75.01,1245.4,47.07,-20.86,4291,-59.75,-2550.2,-628,2.98,-17.66,60.37,
1001,Muthoot Finance,1033,41468.36,1.94,802.01,-17.42,2503.87,-7.74,14.15,10872.4,82.05,3785.16,802.01,2.26,5.9,25.34,10.96
1002,Zydus Lifesci.,410.15,41515.55,0.61,576.4,-11.38,4072.7,1.18,14.7,15361.1,20.54,4512.51,520.35,2.47,8.84,27.89,9.2
1003,NHPC Ltd,41.5,41686.89,4.36,1053.76,14.49,2785.14,15.23,6.5,9556.8,39.8,3655.11,1039.31,1.19,5.03,21.88,11.41
1004,Star Health Insu,723.1,41810.2,0,213.24,201.65,2891.06,21.09,-30.97,11105.43,-7.55,-617.66,213.24,9.16,-8.66,65.1,
1005,Gujarat Fluoroch,3821.4,41978.08,0.1,357.23,74.31,1461.34,51.59,20.24,4872.96,33.69,1080.41,357.23,8.57,11.84,26.53,38.85
1006,Ashok Leyland,143,41986.62,0.7,21.94,102.58,8470.23,107.2,6.25,30619.49,10.44,76.36,6.48,5.75,0.3,320.2,549.85
1007,Samvardh. Mothe.,62.1,42081.58,0.7,181.55,-51.27,17614.71,9.02,8.09,64993.44,6.6,739.39,141.22,2.04,2.36,23.46,56.91
1008,ACC,2256.55,42375.13,2.57,-87.32,-115.79,3987.34,6.36,19.2,17108.06,9.55,873.42,-71.07,3.06,9.7,24.61,48.52
1009,Colgate-Palmoliv,1586.85,43160.04,2.52,278.02,3.29,1387.48,2.59,92.04,5165.68,29.88,1070.42,278.02,26.14,37.21,60.46,40.32
1010,United Breweries,1642.25,43421.09,0.64,134.12,66.85,1682.31,17.89,13.07,7412.98,12.43,550.33,134.05,10.98,6.2,28.83,78.9
1011,Bandhan Bank,271,43653.33,0,886.5,137.62,4055.36,18.93,4.3,14516.48,25.34,639.21,886.5,2.51,0.1,16.15,68.29
1012,HDFC AMC,2069.55,44146.33,2.03,364.13,5.73,544.72,0.44,36.17,2132.25,75.14,1381.62,364.13,8.27,25.39,25.34,31.95
1013,Indian Hotels Co,313.6,44543.73,0.13,180.84,159.53,1266.07,267.46,1.21,3977.74,23.42,203.21,176.23,6.31,-2.55,49.29,219.2
1014,Jindal Steel,437.95,44674.76,0.69,2770.88,13654.52,13045.41,22.96,21.67,53521.47,26.93,7881.94,1960.02,1.26,9.14,10.25,5.67
1015,Punjab Natl.Bank,40.75,44869.89,1.57,271.26,-76.78,19143.76,-0.48,4.02,76148.59,51.85,2962.79,271.26,0.46,0.3,10.05,15.14
1016,Tata Elxsi,7261.3,45220.79,0.59,174.28,39.06,763.17,28.19,47.72,2806.21,31.96,669.97,174.28,26.73,28.26,27.72,67.5
1017,P & G Hygiene,13997.7,45437.56,0.46,42.55,-13.13,776.38,-1.3,110,3900.92,21.27,575.75,42.55,61.6,34.75,60.46,78.92
1018,Container Corpn.,748.2,45587.4,1.2,296.83,14.85,1993.99,9.56,13.01,7826.78,22.84,1090.66,296.83,4.24,8.28,22.24,41.8
1019,Bosch,15555.7,45879.42,0.71,334.2,28.64,3544.4,45.05,14.79,12882.47,12.42,1291.65,334.2,4.29,8.05,23.46,35.52
1020,P I Industries,3109.7,47179.78,0.19,262.4,40.17,1543.2,29.27,17.33,5648.9,21.93,919,262.4,7.71,11.41,31.39,51.34
1021,IDBI Bank,44.3,47633.14,0,781.6,31.82,4993.82,20.09,4.07,18872.09,46.72,2891.4,775.82,1.12,0.85,16.15,16.47
1022,Schaeffler India,3047.65,47635.89,0.52,215.36,26.08,1756.43,18.07,24.51,6595.99,18.74,827.73,215.36,12.4,13.89,45.09,57.55
1023,Macrotech Devel.,1005.45,48424.43,0,271.26,68.46,2675.75,66.67,10.34,10303.58,21.83,1312.26,270.8,4,3.11,34.22,36.9
1024,Canara Bank,268.55,48718.47,2.42,2729.58,126.51,20482.35,18.15,4.49,75228.62,46.94,9374.67,2705.55,0.7,0.5,10.05,5.2
1025,Info Edg.(India),3822.15,49299.67,0.34,292.44,434.61,547.27,67.23,24.26,1805.71,13.95,2939.28,178.94,2.85,18.64,60.37,16.77
1026,Trent,1431,50870.26,0.12,114.93,199.3,1803.15,266.5,9.29,5809.18,15.48,298.31,114.93,21.52,0.56,82.87,170.53
1027,Hero Motocorp,2569.85,51351.32,3.7,585.58,128.67,8447.54,53.51,18.56,32496.02,11.58,2646.38,585.58,3.24,9.9,39.9,19.4
1028,JSW Energy,312.35,51371.44,0.64,554.78,131.89,3026.27,75.18,12.07,9459.57,41.08,1988.13,466.34,2.95,6.03,21.88,25.84
1029,Patanjali Foods,1421.2,51446.71,0.35,241.26,39.03,7210.97,36.93,17.54,26150.18,5.92,874.03,241.26,8.61,7.85,49.73,58.86
1030,Tube Investments,2707.05,52250.11,0.13,246.55,62.13,3798.9,55.85,29.37,13886.72,11.37,826.43,194.56,17.01,11.13,63.22,63.22
1031,Indus Towers,194.45,52403.05,5.66,477.3,-66.28,6897.3,1.48,24.61,27817.5,49.04,5435.1,477.3,2.37,13.27,9.18,9.64
1032,Zomato Ltd,61.8,52831.19,0,-138.1,52.44,1131.5,49.29,-10.62,3984.6,-39.4,-1116.7,-138.1,2.91,-10.17,60.37,
1033,Torrent Pharma.,1573.6,53257.77,0.25,312,-1.27,2291,7.21,18.86,8875,28.03,1200,312,8.74,7.98,27.89,44.38
1034,UPL,700.2,53498.46,1.43,1005,30.09,10821,27.08,15.58,48546,20.4,4038.54,931.83,2.17,6.24,31.39,13.25
1035,FSN E-Commerce,1135.3,53875.93,0,5.01,33.04,1148.42,40.57,6.87,4105.36,4.44,41.23,4.55,40.17,2.09,60.37,1306.72
1036,TVS Motor Co.,1141.8,54246.92,0.33,296.75,11656.16,7315.7,56.01,11.29,26981.67,11.97,1045.34,297.43,12.33,3.1,39.9,51.89
1037,ICICI Lombard,1151.75,56561.88,0.78,590.53,32.21,4668.78,17.42,19.19,16825.38,6.28,1569.6,590.53,5.69,2.82,65.1,36.04
1038,Mindtree,3436.45,56686.18,1.08,508.7,27.53,3400.4,31.48,41.54,12168.9,21,1890.9,508.7,10,22.77,25.28,29.98
1039,GAIL (India),86.45,56841.74,7.71,3250.95,52.07,37896.81,115.67,23.3,113095.19,15.08,13358.59,3250.95,0.9,13.85,10.76,4.26
1040,Berger Paints,585.35,56857.93,0.53,253.71,80.4,2759.7,53.45,25.9,9722.99,15.39,945.29,253.43,14.48,12.53,62.59,60.15
1041,Cholaman.Inv.&Fn,712.45,58527.11,0.28,562.01,71.06,2770.02,11.62,9.34,10428.63,72.4,2386.97,562.01,4.97,2.74,25.34,24.52
1042,Page Industries,52994.65,59089.03,0.7,207.04,1790.78,1341.27,167.43,67.19,4726.19,22.2,732.62,207.04,54.3,28.2,15.16,80.65
1043,I R C T C,743.55,59484,0.47,245.52,197.53,852.59,250.33,51.33,2488.7,43.8,829.47,245.52,31.58,19.08,71.71,71.71
1044,United Spirits,820.6,59627.97,0,547.7,-7.37,2911,16.09,24.22,10813.2,16.27,1119.42,264.96,10.33,10.6,28.83,53.27
1045,Apollo Hospitals,4389.05,63107.8,0.27,323.78,27.28,3795.6,0.94,17.79,14698.03,14.59,883.44,317.11,11.22,7.23,31.71,71.43
1046,A B B,3041.25,64446.63,0.17,140.28,99.66,2052.51,44.04,15.76,7900.77,9.22,566.33,140.28,14.45,5.52,37.54,113.8
1047,B P C L,298.35,64719.66,5.36,-6147.94,-441.95,121081.8,70.67,15.57,396926.51,2.57,2922.34,-6038.85,1.24,6.19,11.11,22.15
1048,Varun Beverages,1013.1,65805.87,0.25,802.01,155.52,4954.82,102.25,17.36,11914.79,20.85,1298.28,787.44,13.67,8.42,47.48,50.69
1049,Marico,519.15,67123.89,1.78,377,4.21,2558,1.31,42.73,9545,18.1,1241,371,19.7,22.61,40.76,54.09
1050,Interglobe Aviat,1779.1,68572.67,0,-1064.26,66.47,12855.29,327.52,-13.16,35779.31,7.3,-4051.93,-1064.26,,-14.37,17.5,
1051,Tata Power Co.,218.6,69850.12,0.8,883.54,103.21,14495.48,43.06,9.3,47178.8,12.5,2145.03,794.6,3.11,2.14,21.88,32.56
1052,Tata Consumer,761.65,70189.99,0.79,389.43,-7.37,3363.05,10.88,9.61,13073.67,13.75,1034.82,258.94,4.71,5.07,10.79,67.83
1053,Bajaj Holdings,6433.2,71595.08,1.79,1335.91,9.83,187.6,27.61,10.54,463.96,70.46,4357.67,1242.79,1.67,8.33,25.34,16.43
1054,Dr Reddy's Labs,4330.8,72106.78,0.69,1189,212.57,5232.9,5.82,13.96,21833,18.17,2991.1,1189,3.72,7.49,27.89,24.11
1055,Havells India,1165.95,73047.7,0.64,187.01,-38.16,3679.49,13.63,27.58,16014.42,10.04,1088.47,187.01,11.83,12.35,37.54,67.11
1056,ICICI Pru Life,510,73365.91,0.11,200.12,-55.09,22604.88,-2.4,7.26,43926.58,-1.79,855.56,200.12,7.62,0.33,65.1,85.75
1057,Bank of Baroda,143.55,74234.9,1.99,1941.73,63.65,19984.39,10.87,4.02,75344.07,50.77,8604.88,1941.73,0.81,0.62,10.05,8.63
1058,SRF,2540.5,75306.73,0.28,608,53.82,3894.72,44.28,23.95,13628.98,25.68,2101.64,608,8.8,13.16,26.53,35.83
1059,Shree Cement,20935.2,75535.77,0.43,183.24,-67.44,4038.03,19.7,16.61,16454.23,18.89,1601.31,183.24,4.21,10.27,24.61,47.17
1060,Bharat Electron,103.55,75692.76,1.45,366.33,1401.64,3140.61,90.49,27.08,16860.12,22.5,2740.17,365.65,6.16,7.56,35.2,27.62
1061,Hind.Aeronautics,2402.55,80338.27,2.08,606.66,205.21,3622.52,124.13,30.49,26626.5,22.51,5494.39,606.66,4.17,8.98,22.56,14.62
1062,SBI Cards,865.45,81641.31,0.29,626.91,105.81,3100.29,31.26,11.65,11416.3,27.74,1938.45,626.91,10.53,5.24,25.34,42.12
1063,L & T Infotech,4765.25,83571.08,0.94,679.8,23.17,4836.7,28.4,35.72,17798.7,19.21,2561.8,679.3,9.09,19.85,25.28,32.62
1064,Godrej Consumer,820.25,83881.63,0,345.12,-16.47,3124.97,7.96,18.53,12507.02,18.48,1721.73,346.51,7.26,11.76,40.76,48.72
1065,Hindalco Inds.,393.75,88483.29,1.02,4119,72.24,58018,40.28,16.2,211719,14.44,15052.03,4091.26,1.13,6.52,16.51,5.88
1066,IndusInd Bank,1142.25,88552.18,0.74,1786.72,60.46,8708.03,13.83,5.95,32487.18,50.8,5912.65,1786.72,1.86,1.21,16.15,14.98
1067,Adani Wilmar,682.3,88677.07,0,170.31,1.53,14024.23,23.98,19.97,55073.28,3.16,810.51,170.31,12.02,4.85,49.73,109.41
1068,Britannia Inds.,3792.7,91354.12,1.49,335.74,-13.25,3700.96,8.74,41.51,14433.76,14.88,1465.4,335.74,35.71,19.54,61.61,62.34
1069,DLF,369.8,91537.03,0.81,477.2,26.16,1302.34,-12.06,4.84,5840.93,29.78,1901.87,477.04,2.5,3.16,30.9,48.13
1070,Cipla,1134.75,91579.94,0.44,706.14,-13.57,5375.19,-2.35,17.5,21634.18,20.11,2513.5,686.4,4.39,10.1,27.89,36.44
1071,Divi's Lab.,3571.4,94809.45,0.84,702.01,26.01,2254.52,14.99,35.07,9253.71,41.78,3105.35,702.01,8.08,24.55,23.98,30.53
1072,Dabur India,537.95,95312.02,0.97,441.06,0.68,2822.43,8.08,27.19,11099.57,20.21,1805.53,440.32,11.35,15.63,40.76,52.79
1073,I O C L,67.5,95318.36,12.44,882.96,-85.55,223414.39,93.43,15.62,697247.62,5.98,19875.5,882.96,0.71,6.71,11.11,4.8
1074,Eicher Motors,3629.5,99250.75,0.58,610.66,157.52,3397.46,72.08,18.26,11720.99,22.53,2050.13,610.66,7.87,10.92,39.9,48.41
1075,Siemens,2813.95,100210.46,0.28,300.7,112.06,4258.3,49.99,14.94,15906.4,10.63,1212.2,300.7,9.43,6.44,37.54,82.67
1076,Tech Mahindra,1041.15,101320.49,1.44,1147.5,-16.38,12707.9,24.62,26.57,47156.3,17.01,5344.5,1131.6,3.76,13.39,25.28,18.96
1077,Ambuja Cements,512.6,101784.17,1.23,51.3,-87.57,7143.17,7.46,22.14,30701.37,13.03,1832.35,82.76,3.99,8.94,24.61,55.55
1078,Vedanta,280.1,104118.68,18.21,5592,3.67,38622,35.94,32.15,142942,31.48,19209.95,4421,1.59,12.8,9.79,5.42
1079,Bajaj Auto,3668.6,106157.18,3.82,1719.44,5.68,10202.71,16.44,23.43,35204.1,16.38,5594.58,1719.44,4.08,15.81,23.08,18.98
1080,Grasim Inds,1677.05,110413.61,0.3,2758.75,15.96,28041.54,40.78,12.19,103822.65,20.31,7863.01,1933.39,1.46,4.05,8.62,14.04
1081,HDFC Life Insur.,541.95,116470.72,0.31,326.24,19,23053.4,12.34,10.78,59837.79,1.45,1317.42,326.24,9.43,0.62,65.1,88.41
1082,Hindustan Zinc,281.15,118794.84,7.47,2681,32.92,8336,36.16,37.34,34510,54.71,11404,2681,3.8,21.18,12.5,10.42
1083,Tata Steel,100.2,122374.83,5.09,7714,-14.38,63430.07,18.64,31.55,253923.81,24.56,38943.99,7739.42,1.07,15.81,7.37,3.14
1084,SBI Life Insuran,1246.35,124723.95,0.16,376.74,52.76,27717.15,8.12,15.32,73866.74,1.15,1675.8,376.74,10.21,0.6,65.1,74.43
1085,Adani Power,332.2,128127.51,0,4779.86,1618.01,13723.06,108.91,20.68,34865.38,39.83,9413.22,4779.86,36.94,6.17,21.88,13.61
1086,Pidilite Inds.,2637.7,134074.01,0.38,357.52,62.47,3101.11,60.12,26.13,11085.28,18.31,1341.1,353.61,20.94,13.26,26.53,99.97
1087,Tata Motors,398.05,142360.37,0,-4950.97,-30.09,71934.66,8.32,1.4,283981.83,7.71,-12841.85,-5790.4,2.97,-3.32,320.2,
1088,Coal India,238.7,147104.33,7.12,8834.22,178.65,35092.17,38.8,54.29,119523.52,26.83,23015.07,8832.86,3.41,10.21,9.79,6.39
1089,JSW Steel,622.05,150363.2,2.79,-915,-118.91,41778,28.54,28.23,164830,14.73,7545.38,-1355.91,2.42,12.53,7.37,19.93
1090,Power Grid Corpn,217.3,151576.59,5.41,3801.19,5.73,10905.21,6.72,11.48,42305.84,84.51,14374.38,3801.19,1.99,5.56,21.88,10.54
1091,M & M,1256.75,156238.22,0.92,2360.7,804.53,28412.38,48.2,11.31,99411.04,18.2,8026.78,2181.94,3.32,4.11,42.73,19.46
1092,NTPC,165.05,160043.47,4.24,3977.77,15.4,43177.14,44.46,9.23,145958.4,28.9,17201.16,3936.82,1.18,4.1,21.88,9.3
1093,O N G C,131.55,165493.57,7.98,8580.75,48.8,182893.75,69.18,16.79,606518.98,13.53,49770.72,8906.14,0.64,9.02,18.17,3.33
1094,Adani Ports,801.65,169338.4,0.62,1091.56,-17.93,4637.95,1.78,11.15,15900.79,52.93,4850.32,1072.38,4.45,6.1,32.61,34.91
1095,UltraTech Cem.,6362.9,183679.06,0.6,758.7,-42.33,13892.69,15.61,14.29,57808.88,18.08,6659.22,755.73,3.57,8.45,24.61,27.58
1096,Nestle India,20294.95,195675.21,0.99,668.34,8.26,4591,18.25,147.06,16347.59,22.15,2345.35,668.34,84.04,28.81,61.61,83.43
1097,Wipro,382.55,209853.47,1.57,2649.1,-9.61,22539.7,14.6,21.13,85244,18.9,11264.3,2649.1,2.94,12.9,25.28,18.63
1098,Sun Pharma.Inds.,977.7,234582.98,1.02,2093.39,8.65,10761.76,10.73,18.35,39697.51,26.35,7728.3,2060.88,4.89,9.95,27.89,30.35
1099,Titan Company,2665.65,236652.72,0.28,790,4261.11,9443,171.9,21.4,34769,12.65,2974.17,785,25.44,11.9,36.83,79.57
1100,Maruti Suzuki,8703.3,262909.29,0.69,1036.2,118.15,26511.7,49.14,8.95,97065.1,6.97,4440.7,1036.2,4.75,5.36,42.73,59.2
1101,Larsen & Toubro,1876.75,263719.26,1.17,2228.33,44.93,35853.2,22.22,10.96,163039.69,13.46,9140.37,1702.07,3.2,3.13,19,28.85
1102,Bajaj Finserv,1684.45,268301.8,0.02,2996.6,38.75,20803.22,15.52,11.43,73139.89,35,5468.18,1556.93,6.32,2.71,25.34,49.07
1103,Avenue Super.,4215.55,273072.66,0,685.71,64.14,10638.33,36.58,15.75,38680.61,9.06,2307.88,685.71,18.2,10.25,82.87,118.32
1104,Axis Bank,900.4,276641.48,0.11,5635.61,65.67,20782.8,24.58,5.15,75838,59.51,18367.6,5612.33,2.34,1.29,16.15,15.06
1105,HCL Technologies,1027.2,278747.68,3.7,3487,7,24686,19.52,25.4,93078,22.4,13803,3487,4.55,15.35,25.28,20.19
1106,Asian Paints,3092.4,296622.32,0.62,803.83,31.34,8457.57,19.19,29.73,33484.42,17.23,3763.32,782.71,21.03,14.48,62.59,78.82
1107,Adani Green,2105.3,333486.36,0,214,40.91,1635,67.35,7.86,5791,64.46,497.08,214,276.7,0.99,21.88,670.89
1108,Adani Total Gas,3261.75,358730.55,0.01,137.84,-0.4,1042.35,110.86,24.6,3585.83,21.88,504.1,137.84,147.63,13.19,10.76,711.63
1109,Adani Transmissi,3273.7,365178.84,0,168.46,-61.12,3131.88,10.68,11.63,11559.75,30.05,937.65,168.46,52.51,2.73,21.88,389.46
1110,Life Insurance,589.2,372668.86,0.25,682.89,23127.55,168070.58,9.13,142.46,720313.67,1.58,4043.12,682.89,35.8,0.1,65.1,92.17
1111,Adani Enterp.,3311.9,377556.97,0.03,468.74,76.48,40844.25,224.71,7.28,97685.66,4.77,969.4,468.74,17.82,1.03,34.12,389.47
1112,Kotak Mah. Bank,1902.65,377816.5,0.06,3608.18,20.73,9993.83,21.39,6.29,36622.63,18.04,13658.13,3608.18,3.91,2.35,16.15,27.66
